Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,
Aptiv,Vendor Managed Inventory,100,6,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$100,532,609 ",
Lear Corporation,Agile SCM,200,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$24,210,513 ",
BorgWarner,Agile SCM,150,6.5,11,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$10,198,500 ",
Faurecia,Lean Manufacturing,"20,000",6,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$23,448,675 ",
Adient,Lean Manufacturing,100,4.2,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85,"$102,294,404 ",
Autoliv,Agile SCM,"1,300,000",4.5,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,80,11,8,High,88,85,"$23,930,985 ",
Hyundai Mobis,Lean Manufacturing,200,10,10,92,94,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$22,725,757 ",
Schaeffler Group,Vendor Managed Inventory,300,6.2,20,88,91,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$2,597,481 ",
Hella,Lean Manufacturing,100,4.2,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,82,11,10,Medium,85,85,"$57,597,409 ",
Magna Steyr,Demand-Driven SCM,400,5,7,98,87,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,81,12,3,High,95,90,"$26,939,240 ",
KUKA,Lean Manufacturing,150,6,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$56,688,831 ",
Visteon,Sustainable SCM,150,5,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$68,227,908 ",
Yanfeng Automotive Interiors,Lean Manufacturing,100,5.2,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$55,831,369 ",
JTEKT,Vendor Managed Inventory,300,4.2,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$95,499,876 ",
NSK Ltd.,Lean Manufacturing,150,4.2,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$92,942,923 ",
Knorr-Bremse,Vendor Managed Inventory,500,5.8,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$61,819,577 ",
Brembo,Agile SCM,400,4,20,88,90,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,80,"$52,157,314 ",
Bridgestone,Lean Manufacturing,300,10,12,91,93,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$70,612,022 ",
Michelin,Agile SCM,300,4,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$46,918,819 ",
Goodyear,Sustainable SCM,100,6,11,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85,"$65,557,448 ",
Continental Tire,Lean Manufacturing,300,5.2,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90,"$29,367,078 ",
Pirelli,Agile SCM,300,6,18,88,85,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$24,244,265 ",
Yokohama Rubber,Lean Manufacturing,"10,000",50,12,91,94,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$100,168,601 ",
Hankook Tire,Vendor Managed Inventory,"20,000",6.2,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$35,427,854 ",
Cooper Tire & Rubber,Agile SCM,500,4.2,14,90,89,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,"$32,576,170 ",
Sumitomo Rubber,Sustainable SCM,200,10,7,99,93,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,"$21,288,949 ",
Toyo Tires,Vendor Managed Inventory,100,5.2,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,"$803,329 ",
Apollo Tyres,Just-In-Time,150,3.5,12,91,93,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$42,801,199 ",
Kumho Tire,Lean Manufacturing,250,8.2,7,98,92,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$87,753,581 ",
Nexen Tire,Agile SCM,400,5.2,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$3,695,962 ",
Nokian Tyres,Demand-Driven SCM,200,7,9,92,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,82,12,8,High,88,85,"$18,892,009 ",
Giti Tire,Agile SCM,"20,000",5.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",81,20,5,High,90,85,"$4,294,540 ",
Linglong Tire,Agile SCM,500,6,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$29,365,615 ",
Sailun Tire,Agile SCM,200,6,8,94,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$54,481,925 ",
Triangle Tire,Cross-Docking,300,10,10,92,94,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$46,626,915 ",
Cheng Shin Rubber,Agile SCM,100,8.3,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$79,945,267 ",
ZC Rubber,Lean Manufacturing,250,6,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$71,819,940 ",
Guizhou Tyre,Just-In-Time,"20,000",5,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,"$69,778,860 ",
JK Tyre & Industries,Agile SCM,150,7.5,2,98,91,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,80,12,5,High,90,85,"$39,501,027 ",
MRF Tyres,Demand-Driven SCM,"1,300,000",6,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$90,372,541 ",
CEAT,Vendor Managed Inventory,200,6,15,91,91,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$65,812,634 ",
Balkrishna Industries,Vendor Managed Inventory,200,4,3,97,90,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",82,18,5,High,90,88,"$103,568,238 ",
ATG (Alliance Tire Group),Vendor Managed Inventory,500,4.2,12,91,89,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,81,11,10,High,88,85,"$102,325,206 ",
Titan International,Lean Manufacturing,150,4.5,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$31,288,563 ",
Trelleborg,Lean Manufacturing,250,5,11,91,87,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$56,882,319 ",
Camso,Lean Manufacturing,300,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$11,506,306 ",
Carlstar Group,Lean Manufacturing,"100,000",4,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$33,999,534 ",
Kenda Tires,Agile SCM,200,5,22,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$95,534,049 ",
Maxxis,Lean Manufacturing,"10,000",5.8,18,90,92,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,80,11,10,Medium,85,85,"$197,776 ",
Federal Corporation,Lean Manufacturing,"1,000,000",5.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,"$102,081,472 ",
Nankang Rubber Tire,Agile SCM,200,4,18,87,89,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$23,614,650 ",
Delinte,Sustainable SCM,300,7.7,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$10,986,869 ",
Toyama,Agile SCM,150,9,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85,"$60,084,390 ",
Lexani,Lean Manufacturing,100,2,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,81,12,7,High,90,85,"$25,827,439 ",
Riken,Agile SCM,100,1,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$31,378,292 ",
Roadstone,Demand-Driven SCM,300,7,4,95,88,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85,"$86,881,846 ",
Arisun,Agile SCM,400,8,15,95,91,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,"$40,163,713 ",
Greenball,Lean Manufacturing,400,5,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$21,900,339 ",
Doublestar,Agile SCM,300,5.8,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$3,331,069 ",
Aelous,Lean Manufacturing,150,4,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$7,468,811 ",
Double Coin,Agile SCM,500,4,9,93,91,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,80,10,7,High,90,85,"$87,349,432 ",
Blue Diamond,Lean Manufacturing,1200,6,5,93,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,"$98,208,176 ",
Bridgestone,Vendor Managed Inventory,359,4.5,10,92,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$31,530,804 ",
Michelin,Efficient Consumer Response,459,6.5,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,82,12,8,High,89,85,"$55,860,632 ",
Goodyear,Sustainable SCM,876,6,8,94,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,81,12,7,High,90,85,"$77,498,464 ",
Continental,Lean Manufacturing,655,4.2,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80,"$48,978,080 ",
Pirelli,Agile SCM,4444,4.5,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$1,748,015 ",
Yokohama,Lean Manufacturing,433,10,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$85,218,478 ",
Hankook,Agile SCM,12000,6.2,9,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$67,201,058 ",
Toyo,Demand-Driven SCM,300,4.2,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$57,399,770 ",
Cooper,Lean Manufacturing,200,5,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$21,970,759 ",
Kumho,Agile SCM,"20,000",6,10,90,88,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,80,11,8,High,87,85,"$36,810,848 ",
General Tire,Vendor Managed Inventory,500,5,12,88,90,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,"$12,984,809 ",
Uniroyal,Vendor Managed Inventory,100,5.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$36,253,448 ",
BFGoodrich,Agile SCM,200,4.2,12,90,87,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,82,9,8,High,88,85,"$56,224,958 ",
Firestone,Agile SCM,"20,000",4.2,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,81,9,12,Medium,85,85,"$70,721,465 ",
Dunlop,Sustainable SCM,400,5.8,10,92,90,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$100,706,882 ",
Falken,Vendor Managed Inventory,"1,500",4,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$49,913,225 ",
Sumitomo,Just-In-Time,200,10,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,"$6,200,647 ",
Giti,Vendor Managed Inventory,500,4,8,94,92,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,"$102,512,693 ",
Linglong,Lean Manufacturing,300,6,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$88,409,750 ",
Sailun,Lean Manufacturing,500,5.2,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85,"$48,840,102 ",
Triangle,Lean Manufacturing,250,6,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,80,10,8,High,88,85,"$55,848,858 ",
Westlake,Vendor Managed Inventory,300,50,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$65,293,687 ",
Goodride,Agile SCM,250,6.2,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$77,264,089 ",
Nexen,Vendor Managed Inventory,"10,000",4.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,"$73,706,384 ",
Nitto,Agile SCM,100,10,2,98,85,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",81,20,5,High,90,85,"$56,877,184 ",
Mickey Thompson,Agile SCM,"75,000",5.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$17,864,558 ",
Dick Cepek,Lean Manufacturing,"70,000",3.5,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$74,815,223 ",
Interco,Lean Manufacturing,100,8.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$17,750,765 ",
TBC Brands,Agile SCM,200,5.2,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$85,871,669 ",
Multi-Mile,Lean Manufacturing,500,7,11,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$58,720,661 ",
Vanderbilt,Vendor Managed Inventory,300,5.5,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85,"$100,952,087 ",
Delta,Lean Manufacturing,300,6,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85,"$17,310,853 ",
American Omni Trading,Demand-Driven SCM,500,6,10,92,94,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$17,569,188 ",
Gladiator,Lean Manufacturing,400,10,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$52,187,216 ",
Ironman,Sustainable SCM,150,8.3,20,88,89,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,80,"$11,726,299 ",
O'Reilly Auto Parts,Lean Manufacturing,100,6,18,90,87,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,81,11,10,Medium,85,85,"$2,503,772 ",
AutoZone,Vendor Managed Inventory,200,5,7,98,91,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,"$102,197,323 ",
Advance Auto Parts,Lean Manufacturing,150,7.5,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$1,043,234 ",
NAPA Auto Parts,Vendor Managed Inventory,"20,000",6,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$3,379,570 ",
Pep Boys,Agile SCM,100,6,22,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$90,586,460 ",
Carquest,Lean Manufacturing,"1,300,000",4,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$4,981,506 ",
Meineke,Agile SCM,200,4.2,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80,"$94,015,782 ",
Midas,Sustainable SCM,300,4.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$65,732,490 ",
Firestone Complete Auto Care,Lean Manufacturing,100,5,20,88,93,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$105,071,546 ",
Goodyear Auto Service,Agile SCM,400,4.5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$86,966,282 ",
Jiffy Lube,Lean Manufacturing,150,4,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80,"$107,219,265 ",
Valvoline Instant Oil Change,Vendor Managed Inventory,150,5,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85,"$30,503,181 ",
Monro Auto Service and Tire Centers,Agile SCM,100,5.8,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$48,487,261 ",
Big O Tires,Sustainable SCM,300,5.5,18,88,94,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$107,665,884 ",
Les Schwab Tire Centers,Vendor Managed Inventory,150,4,12,91,91,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$30,773,483 ",
Discount Tire,Just-In-Time,500,7.7,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$38,503,932 ",
Tire Kingdom,Lean Manufacturing,400,9,14,90,93,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,"$53,007,837 ",
NTB - National Tire & Battery,Agile SCM,300,2,7,99,88,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,80,15,3,High,95,90,"$53,892,569 ",
America's Tire,Demand-Driven SCM,300,1,10,93,93,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,"$76,246,547 ",
Mavis Discount Tire,Agile SCM,100,7,12,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$108,403,438 ",
Tuffy Tire & Auto Service,Agile SCM,300,8,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$103,859,637 ",
Precision Tune Auto Care,Agile SCM,300,7,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80,"$107,944,666 ",
Mr. Tire Auto Service Centers,Cross-Docking,"10,000",5.2,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,81,12,8,High,88,85,"$60,779,109 ",
Hibdon Tires Plus,Agile SCM,"20,000",7.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$34,907,128 ",
Tire Warehouse,Lean Manufacturing,500,10.5,15,91,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$78,110,974 ",
Town Fair Tire,Just-In-Time,200,5.8,8,94,94,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$27,345,821 ",
Tire Barn Warehouse,Agile SCM,100,7,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$3,584,703 ",
Tires Plus,Demand-Driven SCM,150,5.2,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$90,864,818 ",
Tire Discounters,Vendor Managed Inventory,250,6,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85,"$10,192,258 ",
AAA Car Care,Vendor Managed Inventory,400,7.2,7,98,91,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,"$92,903,550 ",
Big Brand Tire & Service,Vendor Managed Inventory,200,6,2,98,90,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,"$80,337,040 ",
Dunn Tire,Lean Manufacturing,"20,000",5.5,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$3,385,358 ",
Belle Tire,Lean Manufacturing,500,7,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,82,10,10,Medium,85,80,"$106,402,149 ",
Sullivan Tire and Auto Service,Lean Manufacturing,200,4.5,3,97,89,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",81,18,5,High,90,88,"$82,008,892 ",
Bruce's Tire,Lean Manufacturing,300,10,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,82,11,10,High,88,85,"$105,243,378 ",
Plaza Tire Service,Agile SCM,100,5,10,94,87,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85,"$32,049,004 ",
Fleet Farm,Lean Manufacturing,250,6,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$69,739,573 ",
Costco Tire Center,Agile SCM,"20,000",5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$73,422,992 ",
Sam's Club Tire & Battery Center,Lean Manufacturing,150,4.2,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$76,737,384 ",
Sears Auto Center,Cross-Docking,"1,300,000",6.5,22,89,92,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$84,504,548 ",
Walmart Auto Care Centers,Agile SCM,200,7.5,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$104,157,976 ",
Pep Boys,Lean Manufacturing,200,5.8,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,"$69,426,201 ",
O'Reilly Auto Parts,Agile SCM,500,5,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80,"$2,667,868 ",
AutoZone,Sustainable SCM,150,5.5,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$89,966,607 ",
Advance Auto Parts,Agile SCM,250,6.5,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,"$94,923,792 ",
NAPA Auto Parts,Lean Manufacturing,300,6,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,82,12,7,High,90,85,"$95,000,617 ",
Jiffy Lube,Agile SCM,"100,000",5,15,91,88,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,81,10,12,Medium,85,85,"$38,673,355 ",
Valvoline Instant Oil Change,Demand-Driven SCM,200,5.8,4,95,91,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85,"$74,936,359 ",
Meineke,Agile SCM,"10,000",4,15,95,89,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,"$1,722,321 ",
Firestone Complete Auto Care,Lean Manufacturing,"1,000,000",4.5,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$48,515,839 ",
Goodyear Auto Service,Agile SCM,200,5.5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$102,542,787 ",
Midas,Lean Manufacturing,300,5.8,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$32,474,984 ",
Big O Tires,Agile SCM,150,5.2,9,93,87,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,80,10,7,High,90,85,"$16,845,365 ",
Les Schwab Tire Centers,Lean Manufacturing,100,4.2,5,93,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,80,11,5,High,90,85,"$47,936,137 ",
